source_table,report_name,category
"s_opioid_com","ร้อยละการบรรเทาอาการปวดและจัดการอาการต่างๆด้วย Strong Opioid ในผู้ป่วยประคับประคอง และได้รับการเยี่ยมบ้าน","ข้อมูลเพื่อตอบสนอง Service Plan สาขา Intermediate & Palliative Care"
"s_opioid_w","ร้อยละการบรรเทาอาการปวดและจัดการอาการต่างๆด้วย Strong Opioid ในผู้ป่วยประคับประคองอย่างมีคุณภาพในโรงพยาบาล(Work Load)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา Intermediate & Palliative Care"
"s_paliative_kancha1","ร้อยละของจำนวนผู้ป่วยที่มีการวินิจฉัยระยะประคับประคอง (Palliative care) ที่ได้รับการรักษาด้วยยากัญชาทางการแพทย์","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_paliative_kancha_w","ร้อยละของจำนวนผู้ป่วยที่มีการวินิจฉัยระยะประคับประคอง (Palliative care) ที่ได้รับการรักษาด้วยยากัญชาทางการแพทย์ Workload","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_palliative_com","ร้อยละของผู้ป่วยประคับประคองที่ได้รับการดูแลต่อเนื่องที่บ้าน","ข้อมูลเพื่อตอบสนอง Service Plan สาขา Intermediate & Palliative Care"
"s_pcc1","ข้อมูลพื้นฐานและสรุปผู้รับบริการจำแนกตามหน่วยบริการ","ข้อมูลพื้นฐานและสรุปผู้รับบริการ"
"s_person_6_15_diag_id","ร้อยละของผู้ป่วยภาวะบกพร่องทางสติปัญญาเข้าถึงบริการสุขภาพจิตที่ได้มาตรฐาน","การเข้าถึงระบบบริการสุขภาพจิต"
"s_person_pyramid","ปิรามิดประชากรจำแนกเพศ กลุ่มอายุ","ประชากร"
"s_persontype","ประชากรแยกตามหน่วยบริการและชนิดการอยู่อาศัย TYPEAREA","ประชากร"
"s_pertussis","ความครอบคลุมวัคซีน Pertussis(ap/Tdap) ในหญิงตั้งครรภ์","การสร้างเสริมภูมิคุ้มกันโรค"
"s_pertussis_w","การได้วัคซีน Pertussis(ap/Tdap) ในหญิงตั้งครรภ์ (work load)","การสร้างเสริมภูมิคุ้มกันโรค"
"s_pharm1","จำนวนใบสั่งยาและมูลค่ายาผู้ป่วยนอกของโรงพยาบาล","เภสัชกรรม"
"s_pharm2","จำนวนวันนอนและมูลค่ายาผู้ป่วยในของโรงพยาบาล","เภสัชกรรม"
"s_pharm3","จำนวนใบสั่งยาและมูลค่ายา รพ.สต.","เภสัชกรรม"
"s_pharm4","รายการยาที่มีมูลค่าการใช้สูง 100 อันดับแรก","เภสัชกรรม"
"s_pm25_1_in_week","จำนวนผู้ป่วยโรคที่เกี่ยวข้องกับการรับสัมผัสฝุ่นละอองขนาดไม่เกิน 2.5 ไมครอน (PM 2.5) รายสัปดาห์ที่เข้ารับบริการและรหัสโรค (ICD-10)","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_2_in_week","จํานวนผู้ป่วยที่อยู่อาศัยจริงตามเขตรับผิดชอบของสถานพยาบาล (รหัสสถานะบุคคล คือ 1 และ 3) โรคที่เกี่ยวข้องกับการรับสัมผัสฝุ่นละอองขนาดไม่เกิน 2.5 ไมครอน (PM2.5) รายสัปดาห์ที่เข้ารับบริการ และ รหัสโรค (ICD-10)","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_2_in_week","อัตราป่วยต่อแสนประชากรโรคที่เกี่ยวข้องกับการรับสัมผัสฝุ่นละอองขนาดไม่เกิน 2.5 ไมครอน (PM 2.5) รายสัปดาห์ที่เข้ารับบริการและรหัสโรค (ICD-10)","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_4_in_week","จํานวนครั้งและร้อยละการเข้ารับบริการ ด้วยโรคที่เกี่ยวข้องกับการรับสัมผัสฝุ่นละอองขนาดไม่เกิน 2.5 ไมครอน (PM2.5) รายสัปดาห์ที่เข้ารับบริการ และรหัสโรค (ICD-10)","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_age","จำนวนผู้ป่วย (คน) และจำนวนป่วยรายโรค (ครั้ง) จำแนกตามกลุ่มอายุและเพศ ด้วยโรคที่เกี่ยวข้องกับมลพิษทางอากาศ","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_age_sex","จำนวนป่วย (รายโรค) จำแนกตามกลุ่มอายุและเพศ รายสัปดาห์ด้วยโรคที่เกี่ยวข้องกับมลพิษทางอากาศ","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_disease","จำนวนป่วย (รายโรค) ที่เกี่ยวข้องกับมลพิษทางอากาศ","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pm25_month","จำนวนป่วย จำแนกรายกลุ่มโรค และรายโรค รายเดือน ด้วยโรคที่เกี่ยวข้องกับมลพิษทางอากาศ","การป่วยด้วยโรคจากมลพิษทางอากาศ"
"s_pop_dopa_hdc","ประชากรสัญชาติไทย PERSON เทียบกับฐานทะเบียนราษฏร์","ประชากร"
"s_pop_sex_age","ประชากรจำแนกเพศ กลุ่มอายุรายปี","ประชากร"
"s_pop_sex_age_moph","ประชากรทะเบียนราษฎร์ จำแนกรายอายุและเพศ","ประชากร"
"s_postnatal","ร้อยละของหญิงหลังคลอดได้รับการดูแลครบ 3 ครั้งตามเกณฑ์","อนามัยแม่และเด็ก"
"s_pre_dm_diag","ร้อยละผู้ป่วยเบาหวานรายใหม่จากกลุ่ม Pre-DM (ภาวะก่อนเบาหวาน) ปีที่ผ่านมา","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_pre_ht_diag","ร้อยละของผู้ป่วยโรคความดันโลหิตสูงรายใหม่จากผู้ที่มีค่าความดันโลหิตอยู่ในเกณฑ์ BP at risk (กลุ่มเสี่ยงความดันโลหิตสูง)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_pregnant_anemia","ร้อยละของหญิงคลอดที่เคยมีภาวะโลหิตจางระหว่างตั้งครรภ์","งานโภชนาการ"
"s_pregnant_anemia_coverage","ร้อยละของหญิงตั้งครรภ์ในเขตรับผิดชอบมีภาวะโลหิตจาง (Coverage) Proxy","งานโภชนาการ"
"s_preterm","ลดอัตราการคลอดก่อนกำหนด (อายุครรภ์น้อยกว่า 37 สัปดาห์) ลดลงร้อยละ 1 เทียบจากปีที่ผ่านมา","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
"s_preterm1","ร้อยละหญิงไทยคลอดก่อนกำหนดในปีงบประมาณ","อนามัยแม่และเด็ก"
"s_preterm2","หญิงไทยคลอดก่อนกำหนดในปีงบประมาณ ที่พบปัจจัย ด้านอายุ/ด้านฐานะ","อนามัยแม่และเด็ก"
"s_preterm3","หญิงตั้งครรภ์เดี่ยวสัญชาติไทย ที่เคยมีประวัติการคลอดก่อนกำหนดในครรภ์ก่อนได้รับยาเพื่อป้องกันการคลอดก่อนกำหนด","อนามัยแม่และเด็ก"
"s_preterm4","หญิงตั้งครรภ์เดี่ยวสัญชาติไทย ที่เคยมีประวัติการคลอดก่อนกำหนดในครรภ์ก่อนได้รับการตรวจวัดความยาวปากมดลูก","อนามัยแม่และเด็ก"
"s_preterm5","หญิงตั้งครรภ์สัญชาติไทย ที่เคยมีประวัติการคลอดก่อนกำหนดในครรภ์ก่อนได้รับการตรวจติดตามต่อเนื่องใน 8 สัปดาห์","อนามัยแม่และเด็ก"
"s_preterm6","ร้อยละหญิงตั้งครรภ์สัญชาติไทย อายุครรภ์ 15-25 สัปดาห์ ได้รับการตรวจวัดความยาวปากมดลูก","อนามัยแม่และเด็ก"
"s_preterm7","ร้อยละหญิงตั้งครรภ์สัญชาติไทย ได้รับการตรวจวัดความยาวปากมดลูกและพัฒนาทักษะความรอบรู้ด้านสุขภาพ CL&HL (BigRock4)","อนามัยแม่และเด็ก"
"s_preterm8","ร้อยละหญิงตั้งครรภ์สัญชาติไทย ได้รับการตรวจวัดความยาวปากมดลูกและพัฒนาทักษะความรอบรู้ด้านสุขภาพ CL&HL (BigRock สปสช4)","อนามัยแม่และเด็ก"
"s_provider","จำนวนบุคลากรสาธารณสุขจากแฟ้ม PROVIDER จำแนกตาม PROVIDERTYPE","บุคลากรสาธารณสุข"
"s_psych_bed","อัตราครองเตียงจิตเวชและยาเสพติดรายเดือน","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_psych_sleep_day","จำนวนวันนอนและวันนอนเฉลี่ยผู้ป่วยจิตเวชและยาเสพติดรายเดือน","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_psychoactive_coverage","dasf","การสร้างเสริมภูมิคุ้มกันโรค"
"s_psychoactive_coverage","อัตราการเข้าถึงบริการของผู้ป่วยที่มีความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาท","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_pt_kill","จำนวนผู้พยายามฆ่าตัวตาย","การเข้าถึงระบบบริการสุขภาพจิต"
"s_pt_kill_new","จำนวนผู้ทำร้ายตนเองเข้าถึงบริการ","การเข้าถึงระบบบริการสุขภาพจิต"
"s_r506_mental1","จำนวนและร้อยละของความผิดปกติทางจิตและพฤติกรรม (F00.xx-F99.xx) หรือตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) หรือถูกทำร้าย (X85.xx-X99.xx, Y00.xx-Y09.xx) จำแนกตามกลุ่มอายุและเพศ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental1","จำนวนและร้อยละของความผิดปกติทางจิตและพฤติกรรม (F00.xx-F99.xx) หรือตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) หรือถูกทำร้าย (X85.xx-X99.xx, Y00.xx-Y09.xx) จำแนกตามพื้นที่และเพศ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental11","อัตราป่วยรายใหม่และความชุกของภาวะบกพร่องทางสติปัญญา (F70.xx-F73.xx, F78.xx-F79.xx, Q87.xx, Q90.xx, Q91.xx, Q93.5, Q99.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental12","อัตราป่วยรายใหม่และความชุกของความผิดปกติของพัฒนาการที่กระจายไปทุกด้าน (โรคออทิสติก) (F84.0-F84.9)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental13","อัตราป่วยรายใหม่และความชุกของความผิดปกติแบบอยู่ไม่นิ่ง (โรคสมาธิสั้น) (F90.0-F90.9)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental14","อัตราป่วยรายใหม่ของผู้ที่มีความผิดปกติของพัฒนาการเฉพาะด้านทางทักษะในการเรียน (F81.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental15","อัตราป่วยรายใหม่และความชุกของความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสุรา (F10.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental16","อัตราป่วยรายใหม่และความชุกของความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพสารกระตุ้นระบบประสาทอื่น รวมทั้งกาแฟ (F15.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental17","อัตราป่วยรายใหม่และความชุกของโรคจิตเภท (F20.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental18","อัตราป่วยรายใหม่และความชุกของภาวะเมเนียและโรคอารมณ์สองขั้ว (F30.xx-F31.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental2","อัตราป่วยรายใหม่และความชุกของความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพกัญชา (F12.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental3","อัตราป่วยรายใหม่และความชุกของโรคซึมเศร้า (F32.xx, F33.xx, F34.1x, F38.xx, F39.xx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental4","จำนวน(คน/ครั้ง)ตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) จำแนกตามพื้นที่","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental6","จำนวนและร้อยละของความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการเสพกัญชา (F12.xx) และมีโรคอื่นร่วมด้วย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental7","จำนวนและร้อยละของโรคซึมเศร้า (F32.xx, F33.xx, F34.1, F38.xx, F39) และมีโรคอื่นร่วมด้วย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_r506_mental8","จำนวนและร้อยละของตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) และมีโรคอื่นร่วมด้วย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_rabie","ความครอบคลุมการได้รับวีคซีนป้องกันโรคพิษสุนัขบ้า","การสร้างเสริมภูมิคุ้มกันโรค"
"s_rdu1","ร้อยละรายการยาที่สั่งใช้ยาในบัญชียาหลักแห่งชาติ","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu10","ร้อยละของผู้ป่วยความดันสูง (Essential hypertension) ที่ใช้ RAS blockade (ACEI/ ARB/ Renin inhibitor) 2 ชนิดร่วมกันในการรักษาภาวะความดันเลือดสูง","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu11","ร้อยละของผู้ป่วยเบาหวานที่ใช้ glibenclamide ในผู้ป่วยที่มีอายุมากกว่า 65 ปีหรือมี eGFR น้อยกว่า 60 มล./นาที/1.73 ตารางเมตร","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu12","ร้อยละของผู้ป่วยนอกโรคเบาหวานที่ใช้ยา metformin เป็นยาชนิดเดียวหรือร่วมกับยาอื่นเพื่อควบคุมระดับน้ำตาล โดยไม่มีข้อห้ามใช้","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu13","ร้อยละของผู้ป่วยที่มีการใช้ยากลุ่ม NSAIDs ซ้ำซ้อน","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu14","ร้อยละของผู้ป่วยนอกโรคไตเรื้อรังระดับ 3 ขึ้นไปที่ได้รับยา NSAIDs","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu15","ร้อยละของผู้ป่วยนอกโรคหืดที่ได้รับยา inhaled corticosteroid (PDx)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu16","ร้อยละผู้ป่วยนอกสูงอายุที่ใช้ยากลุ่ม long-acting benzodiazepine ได้แก่ chlordiazepoxide, diazepam, dipotassium chlorazepate","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu17","จำนวนสตรีตั้งครรภ์ที่ได้รับยาที่ห้ามใช้ ได้แก่ยา Warfarin หรือ Statins หรือ Ergots เมื่อรู้ว่าตั้งครรภ์แล้ว","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu18","ร้อยละครั้งบริการ (visit) ผู้ป่วยเด็ก ที่ได้รับการวินิจฉัยเป็นโรคติดเชื้อของทางเดินหายใจ และได้รับยาต้านฮิสตามีนชนิด non-sedating","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu19","ร้อยละการใช้ยาปฏิชีวนะในโรคติดเชื้อที่ระบบการหายใจช่วงบนและหลอดลมอักเสบเฉียบพลันในผู้ป่วยนอก ระดับ รพ.สต.(RI - PCU)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu20","ร้อยละการใช้ยาปฏิชีวนะในโรคอุจจาระร่วงเฉียบพลันในผู้ป่วยนอก ระดับ รพ.สต. (AD - PCU)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu21","ร้อยละของโรงพยาบาล ส่งเสริมการใช้ยาอย่างสมเหตุผล","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu22","ร้อยละของผู้ป่วยนอกโรคหืดที่ได้รับยา inhaled corticosteroid (All Dxtype)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu6","ร้อยละการใช้ยาปฏิชีวนะในโรคติดเชื้อที่ระบบการหายใจช่วงบนและหลอดลมอักเสบเฉียบพลันในผู้ป่วยนอก ระดับโรงพยาบาล (RI)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu7","ร้อยละการใช้ยาปฏิชีวนะในโรคอุจจาระร่วงเฉียบพลันในผู้ป่วยนอก ระดับโรงพยาบาล (AD)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu8","ร้อยละการใช้ยาปฏิชีวนะในบาดแผลสดจากอุบัติเหตุ ระดับโรงพยาบาล (FTW)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu9","ร้อยละการใช้ยาปฏิชีวนะในหญิงคลอดปกติครบกำหนดทางช่องคลอด ระดับโรงพยาบาล (APL)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rdu_pcu","ร้อยละของรพ.สต.ที่มีอัตราการใช้ยาปฏิชีวนะในโรค Respiratory Infection และ Acute Diarrhea <= ร้อยละ20 ทั้ง 2 โรค (RUA PCU)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_rebies_overview","ร้อยละความครบชุด และจำนวนการฉีดวัคซีนป้องกันโรคพิษสุนัขบ้าหลังสัมผัสโรค","การสร้างเสริมภูมิคุ้มกันโรค"
"s_referout","รายงานการส่งต่อระหว่างสถานพยาบาล","การใช้บริการสาธารณสุข"
"s_referout","ร้อยละการส่งต่อผู้ป่วยนอกเขตสุขภาพลดลง","การใช้บริการสาธารณสุข"
"s_referout4pa","การส่งต่อผู้ป่วยออกนอกเขตสุขภาพลดลง 4 สาขา","ข้อมูลเพื่อตอบสนอง Service Plan 4 สาขาหลัก"
"s_referout4pa1","การส่งต่อผู้ป่วยออกนอกเขตสุขภาพลดลง 4 สาขา จำแนกรายสาขา","ข้อมูลเพื่อตอบสนอง Service Plan 4 สาขาหลัก"
"s_retention_rate","ร้อยละของผู้ป่วยที่มีความผิดปกติทางจิตและพฤติกรรมที่เกิดจากการใช้สารออกฤทธิ์ต่อจิตประสาทที่เข้าสู่กระบวนการบำบัดรักษาได้รับการดูแลและติดตามต่อเนื่อง (Retention Rate)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_rlu_lab_cholesterol_repeat_90day","ร้อยละของผู้มารับบริการได้รับการตรวจ Total Cholesterol ซ้ำภายใน 90 วัน","การใช้บริการสาธารณสุข"
"s_rlu_lab_creatinine_1year","ร้อยละของผู้ป่วยโรคเบาหวาน ได้รับการตรวจ Creatinine อย่างน้อยปีละ 1 ครั้ง","การใช้บริการสาธารณสุข"
"s_rlu_lab_hba1c_1year","ร้อยละผู้ป่วยโรคเบาหวาน ได้รับการตรวจ HbA1c อย่างน้อยปีละ 1 ครั้ง","การใช้บริการสาธารณสุข"
"s_rlu_lab_hba1c_repeat_90day","ร้อยละของผู้ป่วยโรคเบาหวาน ได้รับการตรวจ HbA1C อย่างน้อยปีละ 1 ครั้ง xxxxx","การใช้บริการสาธารณสุข"
"s_rlu_lab_hba1c_repeat_90day","ร้อยละของผู้ป่วยโรคเบาหวาน ได้รับการตรวจ HbA1c ซ้ำภายใน 90 วัน","การใช้บริการสาธารณสุข"
"s_rlu_lab_ldl_1year","ร้อยละของผู้ป่วยโรคเบาหวานได้รับการตรวจ LDL-Cholesterol อย่างน้อยปีละ 1 ครั้ง","การใช้บริการสาธารณสุข"
"s_rlu_lab_ldl_repeat_90day","ร้อยละของผู้ป่วยโรคเบาหวาน ได้รับการตรวจ LDL-Cholesterol ซ้ำภายใน 90 วัน","การใช้บริการสาธารณสุข"
"s_rlu_lab_triglycerides_repeat_90day","ร้อยละของผู้มารับบริการได้รับการตรวจ Triglycerides ซ้ำภายใน 90 วัน","การใช้บริการสาธารณสุข"
"s_rop1","จำนวนทารกที่เกิดก่อนกำหนดแยกตามอายุครรภ์ (ROP)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาตา"
"s_rop2","จำนวนทารกแรกเกิดแยกตามน้ำหนัก(ROP)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาตา"
"s_rop3","จำนวนผู้ป่วยเป็นโรคจอตาผิดปกติจากการเกิดก่อนกำหนด (ROP) จำแนกตามเขตพื้นที่ เพศ และสัญชาติ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาตา"
"s_rop4","จำนวนผู้ป่วยเป็นโรคจอตาผิดปกติจากการเกิดก่อนกำหนด (ROP) จำแนกตามช่วงเวลาที่ได้รับหัตถการ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาตา"
"s_rop5","จำนวนหัตถการในผู้ป่วยเป็นโรคจอตาผิดปกติจากการเกิดก่อนกำหนด (ROP)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาตา"
"s_school2","จำนวนนักเรียน จำแนกตามโรงเรียน/สถานศึกษา ประเภท และสังกัด","โรงเรียนและนักเรียน"
"s_school3","จำนวนนักเรียนสำหรับงานอนามัยโรงเรียน รายชั้นปี จำแนก ชาย/หญิง (ตามรหัสโรงเรียน)","โรงเรียนและนักเรียน"
"s_school3","จำนวนนักเรียนสำหรับงานอนามัยโรงเรียน รายชั้นปี จำแนก ชาย/หญิง","โรงเรียนและนักเรียน"
"s_school4","ร้อยละของโรงเรียน/สถานศึกษาตามงานอนามัยโรงเรียน ที่เชื่อมโยงข้อมูลหน่วยบริการสาธารณสุขเรียบร้อยแล้ว","โรงเรียนและนักเรียน"
"s_school_dimond","โรงเรียนผ่านการประเมินรับรองมาตรฐานโรงเรียนส่งเสริมสุขภาพระดับเพชร","อนามัยโรงเรียน"
"s_selfharm_place","จำนวนและร้อยละของวิธีทำร้ายตนเองของการตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) จำแนกตามสถานที่เกิดเหตุ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_selfharm_time","จำนวนและร้อยละของวิธีทำร้ายตนเองของการตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) จำแนกตามช่วงเวลาเกิดเหตุ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_selfharm_times","จำนวนและร้อยละของวิธีทำร้ายตนเองของการตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) จำแนกตามสถานที่เกิดเหตุ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_selfharm_times","จำนวนและร้อยละวิธีทำร้ายตนเองของการตั้งใจทำร้ายตนเอง (X60.xx-X84.xx) จำแนกตามพื้นที่เกิดเหตุ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_sepsis_septic_all","อัตราตายผู้ป่วยติดเชื้อในกระแสเลือดแบบรุนแรงชนิด community-acquired (รวม A40.0-A41.9)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาอายุรกรรม"
"s_sepsis_septic_h","อัตราตายผู้ป่วยติดเชื้อในกระแสเลือดแบบรุนแรงชนิด hospital-acquired","ข้อมูลเพื่อตอบสนอง Service Plan สาขาอายุรกรรม"
"s_sepsis_septic_hall","อัตราตายผู้ป่วยติดเชื้อในกระแสเลือดแบบรุนแรงชนิด hospital-acquired(รวม A40.0-A41.9)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาอายุรกรรม"
"s_short_cervix","หญิงตั้งครรภ์เดี่ยวที่มีความยาวปากมดลูกสั้น ได้รับการติดตามภายใน 1-4 สัปดาห์","อนามัยแม่และเด็ก"
"s_short_cervix1","หญิงตั้งครรภ์เดี่ยวที่มีความยาวปากมดลูกสั้น ได้รับการติดตามภายใน 1-4 สัปดาห์(สปสช.)","อนามัยแม่และเด็ก"
"s_slim_sc13","ร้อยละของนักเรียนชั้น ป.1-ป.6 สูงดีสมส่วน","อนามัยโรงเรียน"
"s_slim_sc13m","ร้อยละของนักเรียนชั้น ม.1-ม.3 สูงดีสมส่วน","อนามัยโรงเรียน"
"s_slim_sc46","ร้อยละของนักเรียนชั้น ม.4-ม.6 สูงดีสมส่วน","อนามัยโรงเรียน"
"s_slim_sc_p1m3","ร้อยละของนักเรียนชั้น ป.1-ม.3 สูงดีสมส่วน","อนามัยโรงเรียน"
"s_smiv1","ร้อยละผู้ป่วยจิตเวชที่มีความเสี่ยงสูงต่อการก่อความรุนแรง (SMI-V) ไม่ก่อความรุนแรงซ้ำ(เฉพาะหน่วยงานกรมสุขภาพจิต)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv11","ร้อยละผู้ป่วยจิตเวชที่มีความเสี่ยงสูงต่อการก่อความรุนแรง (SMI-V) ไม่ก่อความรุนแรงซ้า","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv2","ร้อยละผู้ป่วยจิตเวชที่มีความเสี่ยงสูงต่อการก่อความรุนแรง (SMI-V) ก่อความรุนแรง ลดลงเมื่อเปรียบเทียบระหว่างปีก่อนหน้าและปีปัจจุบัน (เฉพาะหน่วยงานกรมสุขภาพจิต)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv3","ร้อยละผู้ป่วยจิตเวชที่มีความเสี่ยงสูงต่อการก่อความรุนแรง (SMI-V) ได้รับการติดตาม ดูแลเฝ้าระวัง ตามแนวทางที่กำหนด (Workload)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv31","ร้อยละผู้ป่วยจิตเวชที่มีความเสี่ยงสูงต่อการก่อความรุนแรง (SMI-V) ได้รับการติดตาม ดูแลเฝ้าระวัง ตามแนวทางที่กำหนด(workload เฉพาะหน่วยงานกรมสุขภาพจิต)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv_classify","จำนวนผู้ป่วยจิตเวชยาเสพติดก่อความรุนแรง (SMI-V) ที่ขาดการรักษาก่อความรุนแรงซ้ำจำแนกตามประเภทความรุนแรง ที่มารับการรักษาในปีงบประมาณ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
"s_smiv_followup","ร้อยละของผู้ป่วยจิตเวชสารเสพติดก่อความรุนแรง (SMI-V) ในเขตสุขภาพเข้าถึงบริการได้รับการดูแลต่อเนื่องและไม่ก่อความรุนแรงซ้ำ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพจิตและจิตเวช"
